studentId	Predmet	ECTS	Ocjene	PolozioDatum	Godina	SkolskaGodina	Semestar	Priznat	DatumUpisa	Spol	ZavrsenaSkolaId	SrednjaSkola	OpstinaRodjenja	GodinaZavrsetka	NacinStudiranja	OptinaPrebivalista	DatumDiplomiranja
16486	P-12	3	9	6/17/2019	1	2018/2019	2	NE	7/20/2018	Ž	35	Ostalo	Sarajevo - Centar	2017/2018	Redovan samofinansirajući	Ilijaš	9/22/2022
16487	P-12	3	5		1	2018/2019	2	NE	9/8/2018	M	4	Medicinska	Mostar	2015/2016	DL	Mostar	
16488	P-12	3	7	6/17/2019	1	2018/2019	2	NE	7/20/2018	M	35	Ostalo	Vareš	2017/2018	DL	Ilijaš	
16489	P-12	3	7	6/17/2019	1	2018/2019	2	NE	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2014/2015	DL	Sarajevo - Novi grad	
16490	P-12	3	7	6/17/2019	1	2018/2019	2	NE	7/21/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	Vanredan	Sarajevo - Novi grad	
16494	P-12	3	6	6/25/2020	1	2018/2019	2	NE	7/21/2018	Ž	1	Gimnazija	Goražde	2017/2018	DL	Goražde	
16491	P-12	3	7	7/1/2019	1	2018/2019	2	NE	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	DL	Travnik	
16495	P-12	3	8	6/17/2019	1	2018/2019	2	NE	7/21/2018	M	20	Grafička	Rogatica	2003/04	DL	Sarajevo-Novo Sarajevo	
16496	P-12	3	8	6/17/2019	1	2018/2019	2	NE	7/21/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo-Stari grad	
16497	P-12	3	7	6/17/2019	1	2018/2019	2	NE	7/21/2018	M	1	Gimnazija	Tešanj	2017/2018	DL	Doboj	
16498	P-12	3	7	6/17/2019	1	2018/2019	2	NE	7/21/2018	M	1	Gimnazija	Vogošća	2017/18	DL	Vogošća	
16499	P-12	3	7	6/17/2019	1	2018/2019	2	NE	7/21/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo-Novo Sarajevo	
16500	P-12	3	7	6/17/2019	1	2018/2019	2	NE	7/21/2018	M	20	Grafička	Sarajevo - Centar	2017/18	DL	Sarajevo - Novi grad	
16501	P-12	3	9	6/17/2019	1	2018/2019	2	NE	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	Redovan samofinansirajući	Jajce	
16499	P-24	4	7	7/17/2020	1	2019/2020	4	NE	7/21/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo-Novo Sarajevo	
17591	P-140	7	7	10/1/2018	1	2018/2019	1	DA	11/19/2018	M	1	Gimnazija	Tuzla	2007/08	DL	Srebrenik	
17592	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/19/2018	M	1	Gimnazija	Sarajevo - Centar	2013/14	DL	Hadžići	4/3/2021
17593	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/19/2018	M	2	Elektrotehnička	Bihać	2011/12	DL	Bihać	
17594	P-140	7	10	10/1/2018	1	2018/2019	1	DA	11/20/2018	M	2	Elektrotehnička	Mostar	2008/2009	DL	Sarajevo-Novo Sarajevo	
17595	P-140	7	priznato	12/11/2017	1	2018/2019	1	DA	11/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2006/2007	DL	Vogošća	
17596	P-140	7	10	10/1/2018	1	2018/2019	1	DA	11/20/2018	M			Tuzla		DL	Sarajevo-Novo Sarajevo	6/21/2019
17597	P-140	7	6	10/1/2018	1	2018/2019	1	DA	11/23/2018	M	1	Gimnazija	Bihać	2003/2004	DL	Mostar	
17598	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/23/2018	M	6	Ekonomska	Bugojno	2007/08	DL	Vogošća	2/4/2021
17599	P-140	7	6	10/1/2018	1	2018/2019	1	DA	11/23/2018	M	23	Mješovita srednja škola	Fojnica	1994/95	DL	Ilidža	
17600	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/23/2018	M	1	Gimnazija	Jajce	2008/2009	DL	Bugojno	
17589	P-140	7	priznato	10/1/2018	1	2018/2019	1	DA	11/19/2018	M	1	Gimnazija	Sarajevo - Centar	2008/09	DL	Sarajevo-Novo Sarajevo	
16591	P-140	7	9	10/1/2018	1	2018/2019	1	DA	11/16/2018	M	1	Gimnazija	Bihać	2011/2012	DL	Bosanska Krupa	
16586	P-140	7	7	10/1/2018	1	2018/2019	1	DA	11/14/2018	M	2	Elektrotehnička	Sarajevo - Centar	2000/2001	DL	Sarajevo-Novo Sarajevo	
16587	P-140	7	6	10/1/2018	1	2018/2019	1	DA	11/14/2018	M	23	Mješovita srednja škola	Sarajevo - Centar	1999/2000	DL	Sarajevo - Centar	
16581	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	2	Elektrotehnička	Mostar	2008/09	DL	Mostar	
16580	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	2	Elektrotehnička	Mostar	2012/13	DL	Mostar	
16582	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	3	Mašinska	Doboj	2002/03	DL	Sarajevo-Novo Sarajevo	
16583	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	13	Tehnička	Bugojno	2012/13	DL	Gornji Vakuf - Uskoplje	
16579	P-140	7	7	10/1/2018	1	2018/2019	1	DA	11/8/2018	M	1	Gimnazija	Sarajevo - Centar	2010/2011	DL	Sarajevo - Novi grad	9/6/2021
16584	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	13	Tehnička	Zenica	2010/11	DL	Zenica	
16576	P-140	7	priznato	10/1/2018	1	2018/2019	1	DA	11/7/2018	M	1	Gimnazija	Mostar	2006/2007	DL	Mostar	
16573	P-140	7	6	10/1/2018	1	2018/2019	1	DA	11/7/2018	Ž	1	Gimnazija	Mostar	2010/2011	DL	Bugojno	
16570	P-140	7	8	10/1/2018	1	2018/2019	1	DA	11/7/2018	M	13	Tehnička	Banovići	2008/09	DL	Mostar	
16571	P-140	7	priznato	12/11/2017	1	2018/2019	1	DA	11/7/2018	M	10	Katolički školski centar	Zenica	2007/08	DL	Mostar	
16572	P-140	7	6	10/1/2018	1	2018/2019	1	DA	11/7/2018	M	1	Gimnazija	Bihać	2010/2011	DL	Sarajevo - Centar	
16572	P-141	7	7	10/1/2018	1	2018/2019	1	DA	11/7/2018	M	1	Gimnazija	Bihać	2010/2011	DL	Sarajevo - Centar	
16571	P-141	7	priznato	12/11/2017	1	2018/2019	1	DA	11/7/2018	M	10	Katolički školski centar	Zenica	2007/08	DL	Mostar	
16570	P-141	7	8	10/1/2018	1	2018/2019	1	DA	11/7/2018	M	13	Tehnička	Banovići	2008/09	DL	Mostar	
16573	P-141	7	8	10/1/2018	1	2018/2019	1	DA	11/7/2018	Ž	1	Gimnazija	Mostar	2010/2011	DL	Bugojno	
16576	P-141	7	8	10/1/2018	1	2018/2019	1	DA	11/7/2018	M	1	Gimnazija	Mostar	2006/2007	DL	Mostar	
16584	P-141	7	priznato	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	13	Tehnička	Zenica	2010/11	DL	Zenica	
16579	P-141	7	6	10/1/2018	1	2018/2019	1	DA	11/8/2018	M	1	Gimnazija	Sarajevo - Centar	2010/2011	DL	Sarajevo - Novi grad	9/6/2021
16583	P-141	7	9	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	13	Tehnička	Bugojno	2012/13	DL	Gornji Vakuf - Uskoplje	
16582	P-141	7	6	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	3	Mašinska	Doboj	2002/03	DL	Sarajevo-Novo Sarajevo	
16580	P-141	7	8	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	2	Elektrotehnička	Mostar	2012/13	DL	Mostar	
16581	P-141	7	8	10/1/2018	1	2018/2019	1	DA	11/9/2018	M	2	Elektrotehnička	Mostar	2008/09	DL	Mostar	
16587	P-141	7	7	10/1/2018	1	2018/2019	1	DA	11/14/2018	M	23	Mješovita srednja škola	Sarajevo - Centar	1999/2000	DL	Sarajevo - Centar	
16586	P-141	7	6	10/1/2018	1	2018/2019	1	DA	11/14/2018	M	2	Elektrotehnička	Sarajevo - Centar	2000/2001	DL	Sarajevo-Novo Sarajevo	
16591	P-141	7	priznato	10/1/2018	1	2018/2019	1	DA	11/16/2018	M	1	Gimnazija	Bihać	2011/2012	DL	Bosanska Krupa	
17589	P-141	7	priznato	10/1/2018	1	2018/2019	1	DA	11/19/2018	M	1	Gimnazija	Sarajevo - Centar	2008/09	DL	Sarajevo-Novo Sarajevo	
17600	P-141	7	6	10/1/2018	1	2018/2019	1	DA	11/23/2018	M	1	Gimnazija	Jajce	2008/2009	DL	Bugojno	
17599	P-141	7	6	10/1/2018	1	2018/2019	1	DA	11/23/2018	M	23	Mješovita srednja škola	Fojnica	1994/95	DL	Ilidža	
17598	P-141	7	6	10/1/2018	1	2018/2019	1	DA	11/23/2018	M	6	Ekonomska	Bugojno	2007/08	DL	Vogošća	2/4/2021
17597	P-141	7	6	10/1/2018	1	2018/2019	1	DA	11/23/2018	M	1	Gimnazija	Bihać	2003/2004	DL	Mostar	
17596	P-141	7	10	10/1/2018	1	2018/2019	1	DA	11/20/2018	M			Tuzla		DL	Sarajevo-Novo Sarajevo	6/21/2019
17595	P-141	7	priznato	12/11/2017	1	2018/2019	1	DA	11/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2006/2007	DL	Vogošća	
17594	P-141	7	10	10/1/2018	1	2018/2019	1	DA	11/20/2018	M	2	Elektrotehnička	Mostar	2008/2009	DL	Sarajevo-Novo Sarajevo	
17593	P-141	7	8	10/1/2018	1	2018/2019	1	DA	11/19/2018	M	2	Elektrotehnička	Bihać	2011/12	DL	Bihać	
17592	P-141	7	7	10/1/2018	1	2018/2019	1	DA	11/19/2018	M	1	Gimnazija	Sarajevo - Centar	2013/14	DL	Hadžići	4/3/2021
17591	P-141	7	6	10/1/2018	1	2018/2019	1	DA	11/19/2018	M	1	Gimnazija	Tuzla	2007/08	DL	Srebrenik	
17590	P-219	7	5		1	2018/2019	1	NE	11/19/2018	M	1	Gimnazija	Sarajevo - Centar	2004/05	DL	Sarajevo-Stari grad	
16589	P-219	7	5		1	2018/2019	1	NE	11/16/2018	M	2	Elektrotehnička	Sarajevo - Centar	2011/2012	DL	Sarajevo - Novi grad	
16588	P-219	7	5		1	2018/2019	1	NE	11/14/2018	M	18	Medresa	Gračanica	2014/2015	DL	Gračanica	
16585	P-219	7	5		1	2018/2019	1	NE	11/14/2018	M	18	Medresa	Zvornik	2008/2009	DL	Zvornik	
16575	P-219	7	6	10/1/2018	1	2018/2019	1	DA	11/7/2018	M	1	Gimnazija	Gračanica	2014/15	DL	Doboj	
16578	P-219	7	5		1	2018/2019	1	NE	11/8/2018	M	1	Gimnazija	Sarajevo - Centar	2012/2013	DL	Sarajevo - Centar	
16577	P-219	7	5		1	2018/2019	1	NE	11/8/2018	M	1	Gimnazija	Pale	2014/2015	DL	Sokolac	
16509	P-219	7	8	1/30/2019	1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Bugojno	2017/18	Redovan samofinansirajući	Jajce	
16508	P-219	7	8	1/30/2019	1	2018/2019	1	NE	7/21/2018	M	2	Elektrotehnička	Sarajevo-Stari grad	2016/17	Redovan samofinansirajući	Sarajevo-Stari grad	
16505	P-219	7	5		1	2018/2019	1	NE	7/21/2018	M	6	Ekonomska	Travnik	2017/18	DL	Jajce	
16506	P-219	7	5		1	2018/2019	1	NE	7/21/2018	M	1	Gimnazija	Travnik	2016/2017	Vanredan	Jajce	
16507	P-219	7	5		1	2018/2019	1	NE	7/21/2018	M	2	Elektrotehnička	Mostar	2017/2018	DL	Mostar	
16504	P-219	7	5		1	2018/2019	1	NE	7/21/2018	M	4	Medicinska	Zenica	2008/2009	DL	Zenica	
16502	P-219	7	6	2/13/2019	1	2018/2019	1	NE	7/21/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Breza	
16503	P-219	7	priznato	1/14/2019	1	2018/2019	1	DA	7/21/2018	M	1	Gimnazija	Banja Luka	1999/2000	DL	Sarajevo - Novi grad	
16531	P-219	7	6	10/3/2019	1	2018/2019	1	NE	9/26/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	
16532	P-219	7	5		1	2018/2019	1	NE	9/25/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	
16530	P-219	7	5		1	2018/2019	1	NE	9/25/2018	M	1	Gimnazija	Sarajevo - Centar	2009/2010	DL	Sarajevo - Centar	
16528	P-219	7	7	1/26/2024	1	2018/2019	1	NE	9/25/2018	M	8	Saobraćajna	Sarajevo - Centar	2014/2015	DL	Ilidža	
16529	P-219	7	6	2/13/2019	1	2018/2019	1	NE	9/26/2018	M	2	Elektrotehnička	Sarajevo - Centar	2016/2017	DL	Ilidža	2/4/2023
16525	P-219	7	5		1	2018/2019	1	NE	9/25/2018	M	1	Gimnazija	Banja Luka	2009/2010	DL	Ilidža	
16527	P-219	7	6	8/30/2019	1	2018/2019	1	NE	9/26/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Ilidža	
16524	P-219	7	5		1	2018/2019	1	NE	9/25/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	
16523	P-219	7	5		1	2018/2019	1	NE	9/24/2018	M	6	Ekonomska	Ljubuški	2017/2018	Vanredan	Ljubuški	
16521	P-219	7	5		1	2018/2019	1	NE	9/25/2018	M	2	Elektrotehnička	Zavidovići	2012/2013	DL	Zavidovići	
16522	P-219	7	5		1	2018/2019	1	NE	10/3/2018	Ž	4	Medicinska	Mostar	2017/2018	Vanredan	Mostar	
16519	P-219	7	10	1/30/2019	1	2018/2019	1	NE	9/25/2018	Ž	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Sarajevo - Novi grad	7/19/2022
16520	P-219	7	5		1	2018/2019	1	NE	9/26/2018	M	2	Elektrotehnička	Sarajevo - Centar	2013/2014	Vanredan	Sarajevo - Novi grad	
16518	P-219	7	5		1	2018/2019	1	NE	9/24/2018	Ž	1	Gimnazija	Zenica	2015/2016	DL	Zavidovići	
16516	P-219	7	6	8/27/2020	1	2018/2019	1	NE	9/25/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Ilijaš	
16517	P-219	7	7	2/13/2019	1	2018/2019	1	NE	9/25/2018	Ž	1	Gimnazija	Konjic	2017/2018	DL	Konjic	
16510	P-219	7	8	1/30/2019	1	2018/2019	1	NE	9/24/2018	Ž	1	Gimnazija	Kakanj	2017/2018	Redovan samofinansirajući	Kakanj	
16511	P-219	7	9	1/30/2019	1	2018/2019	1	NE	9/24/2018	M	2	Elektrotehnička	Bugojno	2013/14	DL	Bugojno	
16537	P-219	7	priznato	4/17/2019	1	2018/2019	1	DA	9/17/2018	M	2	Elektrotehnička	Tuzla	2011/2012	DL	Tuzla	
16536	P-219	7	5		1	2018/2019	1	NE	9/26/2018	M	1	Gimnazija	Zenica	2017/2018	DL	Zenica	
16533	P-219	7	6	8/30/2019	1	2018/2019	1	NE	10/4/2018	M	18	Medresa	Tuzla	2017/2018	DL	Gradačac	
16534	P-219	7	5		1	2018/2019	1	NE	9/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	
16535	P-219	7	6	1/30/2019	1	2018/2019	1	NE	9/24/2018	M	1	Gimnazija	Zenica	2017/2018	DL	Kakanj	9/6/2022
16501	P-219	7	8	1/30/2019	1	2018/2019	1	NE	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	Redovan samofinansirajući	Jajce	
16499	P-219	7	6	1/30/2019	1	2018/2019	1	NE	7/21/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo-Novo Sarajevo	
16500	P-219	7	5		1	2018/2019	1	NE	7/21/2018	M	20	Grafička	Sarajevo - Centar	2017/18	DL	Sarajevo - Novi grad	
16497	P-219	7	5		1	2018/2019	1	NE	7/21/2018	M	1	Gimnazija	Tešanj	2017/2018	DL	Doboj	
16498	P-219	7	7	9/13/2019	1	2018/2019	1	NE	7/21/2018	M	1	Gimnazija	Vogošća	2017/18	DL	Vogošća	
16496	P-219	7	6	8/30/2019	1	2018/2019	1	NE	7/21/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo-Stari grad	
16494	P-219	7	5		1	2018/2019	1	NE	7/21/2018	Ž	1	Gimnazija	Goražde	2017/2018	DL	Goražde	
16495	P-219	7	5		1	2018/2019	1	NE	7/21/2018	M	20	Grafička	Rogatica	2003/04	DL	Sarajevo-Novo Sarajevo	
16490	P-219	7	6	9/10/2020	1	2018/2019	1	NE	7/21/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	Vanredan	Sarajevo - Novi grad	
16491	P-219	7	6	9/13/2019	1	2018/2019	1	NE	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	DL	Travnik	
16488	P-219	7	7	1/30/2019	1	2018/2019	1	NE	7/20/2018	M	35	Ostalo	Vareš	2017/2018	DL	Ilijaš	
16489	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2014/2015	DL	Sarajevo - Novi grad	
16487	P-219	7	5		1	2018/2019	1	NE	9/8/2018	M	4	Medicinska	Mostar	2015/2016	DL	Mostar	
16483	P-219	7	6	2/13/2019	1	2018/2019	1	NE	7/20/2018	M	13	Tehnička	Travnik	2017/2018	DL	Fojnica	
16485	P-219	7	5		1	2018/2019	1	NE	7/21/2018	Ž	1	Gimnazija	Tuzla	2016/17	DL	Tuzla	
16486	P-219	7	8	1/30/2019	1	2018/2019	1	NE	7/20/2018	Ž	35	Ostalo	Sarajevo - Centar	2017/2018	Redovan samofinansirajući	Ilijaš	9/22/2022
16481	P-219	7	6	9/13/2019	1	2018/2019	1	NE	7/20/2018	M	13	Tehnička	Travnik	2017/2018	DL	Bugojno	
16482	P-219	7	6	9/13/2019	1	2018/2019	1	NE	7/21/2018	Ž	1	Gimnazija	Mostar	2017/18	DL	Mostar	
16480	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	35	Ostalo	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo - Centar	
16479	P-219	7	5		1	2018/2019	1	NE	9/8/2018	M	25	Turističko ugostiteljska	Mostar	2017/18	DL	Jablanica	
16475	P-219	7	5		1	2018/2019	1	NE	7/21/2018	M	13	Tehnička	Zavidovići	2015/2016	DL	Sarajevo	
16476	P-219	7	8	1/30/2019	1	2018/2019	1	NE	7/20/2018	Ž	13	Tehnička	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo - Novi grad	
16478	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Konjic	2017/2018	DL	Konjic	
16473	P-219	7	7	8/30/2019	1	2018/2019	1	NE	7/21/2018	M	1	Gimnazija	Sarajevo-Novo Sarajevo	2015/2016	DL	Sarajevo-Novo Sarajevo	
16474	P-219	7	8	1/30/2019	1	2018/2019	1	NE	8/23/2018	Ž	1	Gimnazija	Tuzla	2017/2018	Vanredan	Lukavac	
16471	P-219	7	6	1/30/2019	1	2018/2019	1	NE	8/23/2018	M	18	Medresa	Bihać	2017/18	Redovan samofinansirajući	Bihać	
16472	P-219	7	8	9/13/2019	1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo-Novo Sarajevo	
16470	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Vogošća	
16468	P-219	7	6	9/13/2019	1	2018/2019	1	NE	8/23/2018	M	1	Gimnazija	Bihać	2017/18	Vanredan	Bihać	
16469	P-219	7	6	2/13/2019	1	2018/2019	1	NE	7/20/2018	Ž	1	Gimnazija	Bihać	2017/2018	DL	Bosanska Krupa	
16466	P-219	7	7	1/30/2019	1	2018/2019	1	NE	9/8/2018	Ž	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	
16467	P-219	7	6	8/30/2021	1	2018/2019	1	NE	8/23/2018	M	2	Elektrotehnička	Bihać	2017/18	DL	Bihać	
16464	P-219	7	7	8/30/2019	1	2018/2019	1	NE	8/23/2018	M	1	Gimnazija	Sarajevo-Stari grad	2017/18	DL	Sarajevo-Stari grad	
16465	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Mostar	2017/2018	Vanredan	Jablanica	
16462	P-219	7	5		1	2018/2019	1	NE	8/23/2018	M	6	Ekonomska	Ljubovija	2001/2002	DL	Sarajevo	
16463	P-219	7	7	2/13/2019	1	2018/2019	1	NE	7/20/2018	Ž	1	Gimnazija	Mostar	2017/2018	DL	Čapljina	
16460	P-219	7	6	2/13/2019	1	2018/2019	1	NE	7/20/2018	M	23	Mješovita srednja škola	Travnik	2017/2018	Redovan samofinansirajući	Travnik	
16461	P-219	7	5		1	2018/2019	1	NE	9/8/2018	M	23	Mješovita srednja škola	Travnik	2017/2018	DL	Travnik	
16457	P-219	7	7	2/13/2019	1	2018/2019	1	NE	8/23/2018	Ž	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Sarajevo-Novo Sarajevo	
16458	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Tuzla	2017/2018	DL	Tuzla	
16459	P-219	7	6	8/30/2019	1	2018/2019	1	NE	8/23/2018	M	1	Gimnazija	Zenica	2017/18	DL	Zenica	2/18/2022
16455	P-219	7	7	2/13/2019	1	2018/2019	1	NE	8/23/2018	M	1	Gimnazija	Sarajevo-Novo Sarajevo	2011/12	DL	Sarajevo-Novo Sarajevo	
16454	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	6	Ekonomska	Goražde	2017/2018	DL	Goražde	
16451	P-219	7	5		1	2018/2019	1	NE	8/23/2018	M	1	Gimnazija	Zagreb	2017/18	DL	Goražde	
16452	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Vogošća	
16453	P-219	7	5		1	2018/2019	1	NE	8/23/2018	M	13	Tehnička	Goražde	2015/2016	Vanredan	Goražde	
16448	P-219	7	6	8/30/2019	1	2018/2019	1	NE	8/24/2018	M	13	Tehnička	Brčko	2017/18	Redovan samofinansirajući	Brčko	
16449	P-219	7	7	2/13/2019	1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Zenica	2017/2018	DL	Zenica	
16450	P-219	7	6	8/30/2019	1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Goražde	2017/2018	DL	Goražde	
16446	P-219	7	10	1/30/2019	1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	9/6/2022
16447	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Visoko	2017/2018	DL	Sarajevo - Novi grad	
16445	P-219	7	5		1	2018/2019	1	NE	8/24/2018	M	1	Gimnazija	Zenica	2015/2016	DL	Zenica	
16443	P-219	7	6	10/3/2019	1	2018/2019	1	NE	8/24/2018	M	1	Gimnazija	Gradačac	2011/12	DL	Gračanica	
16444	P-219	7	7	1/30/2019	1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Centar	
16441	P-219	7	5		1	2018/2019	1	NE	8/24/2018	Ž	4	Medicinska	Sarajevo - Centar	2014/15	Vanredan	Sarajevo - Novi grad	
16442	P-219	7	6	2/13/2019	1	2018/2019	1	NE	7/20/2018	M	23	Mješovita srednja škola	Bihać	2017/2018	DL	Bosanska Krupa	
16439	P-219	7	8	1/30/2019	1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Velika Kladuša	2017/2018	Redovan samofinansirajući	Sanski Most	
16440	P-219	7	8	8/30/2019	1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	
16438	P-219	7	5		1	2018/2019	1	NE	8/24/2018	M	10	Katolički školski centar	Split	2013/14	DL	Sarajevo-Stari grad	
16437	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	25	Turističko ugostiteljska	Mostar	2017/2018	DL	Mostar	
16436	P-219	7	6	2/15/2021	1	2018/2019	1	NE	7/20/2018	M	18	Medresa	Jajce	2017/2018	DL	Jajce	
16435	P-219	7	6	2/13/2019	1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Mostar	2014/15	DL	Mostar	
16433	P-219	7	6	1/30/2019	1	2018/2019	1	NE	8/24/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Sarajevo-Stari grad	
16434	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	2	Elektrotehnička	Tuzla	2000/2001	DL	Tuzla	
16432	P-219	7	5		1	2018/2019	1	NE	8/24/2018	Ž	2	Elektrotehnička	Mostar	2016/17	DL	Mostar	
16431	P-219	7	6	9/2/2022	1	2018/2019	1	NE	7/20/2018	M	18	Medresa	Zenica	2017/2018	DL	Zenica	
16430	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Mostar	2017/2018	DL	Mostar	
16428	P-219	7	6	2/13/2019	1	2018/2019	1	NE	7/20/2018	Ž	2	Elektrotehnička	Travnik	2017/2018	Vanredan	Donji Vakuf	
16429	P-219	7	5		1	2018/2019	1	NE	9/7/2018	M	13	Tehnička	Zenica	2017/18	DL	Zenica	
16424	P-219	7	8	2/13/2019	1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Visoko	
16425	P-219	7	8	1/30/2019	1	2018/2019	1	NE	7/19/2018	Ž	1	Gimnazija	Goražde	2017/18	DL	Goražde	11/22/2021
16423	P-219	7	7	1/30/2019	1	2018/2019	1	NE	7/19/2018	Ž	1	Gimnazija	Mostar	2017/18	Redovan samofinansirajući	Mostar	
16421	P-219	7	6	1/23/2020	1	2018/2019	1	NE	7/20/2018	Ž	1	Gimnazija	Goražde	2017/2018	DL	Goražde	
16422	P-219	7	5		1	2018/2019	1	NE	7/20/2018	M	1	Gimnazija	Visoko	2017/2018	DL	Visoko	
16419	P-219	7	9	2/13/2019	1	2018/2019	1	NE	7/20/2018	Ž	1	Gimnazija	Zenica	2017/2018	DL	Zavidovići	11/14/2022
16420	P-219	7	8	2/13/2019	1	2018/2019	1	NE	9/5/2018	Ž	2	Elektrotehnička	Tuzla	2017/18	DL	Tuzla	
16417	P-219	7	10	1/30/2019	1	2018/2019	1	NE	7/20/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	1/27/2022
16418	P-219	7	6	2/22/2022	1	2018/2019	1	NE	7/19/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Sarajevo - Novi grad	
16416	P-219	7	6	8/30/2019	1	2018/2019	1	NE	7/19/2018	M	2	Elektrotehnička	Sarajevo-Novo Sarajevo	2017/18	Vanredan	Sarajevo	
16414	P-219	7	7	1/30/2019	1	2018/2019	1	NE	7/19/2018	M	2	Elektrotehnička	Goražde	2014/15	DL	Sarajevo	
16415	P-219	7	6	9/13/2019	1	2018/2019	1	NE	9/5/2018	M	1	Gimnazija	Bugojno	2017/2018	DL	Bugojno	
16413	P-219	7	6	2/13/2019	1	2018/2019	1	NE	7/18/2018	Ž	1	Gimnazija	Gornji Vakuf	2014/15	DL	Gornji Vakuf - Uskoplje	
